"用户id","年龄","性别","门店id","评分","人均价格","是否点击"
"1402","77","F","348","4","216","1"
"1402","42","F","440","0","92","1"
"1402","48","M","405","1","206","0"
"1402","60","F","278","1","174","1"
"1402","62","M","282","0","136","1"
"1402","75","F","278","1","183","1"
"1402","48","M","280","3","149","1"
"1402","36","F","237","1","114","0"
"1404","57","M","134","1","206","0"
"1404","33","F","308","2","165","0"
"1404","62","M","194","0","97","1"
"1404","67","F","106","2","107","1"
"1404","32","F","256","2","121","0"
"1404","40","F","200","4","191","0"
"1404","47","F","327","0","65","0"
"1404","50","F","324","2","188","0"
"1404","11","F","447","4","112","0"
"1404","64","F","144","2","135","1"
"1404","76","F","160","3","87","1"
"1404","63","F","105","0","236","0"
"1404","23","F","227","0","204","1"
"1404","56","F","189","4","183","0"
"1404","54","F","116","2","118","1"
"1405","74","F","197","1","226","1"
"1405","79","M","447","4","123","1"
"1405","47","F","280","2","158","0"
"1405","70","M","421","2","120","0"
"1405","32","M","251","4","221","0"
"1405","17","F","223","2","207","1"
"1405","44","M","286","2","152","1"
"1405","79","M","436","2","180","0"
"1405","56","F","118","0","174","1"
"1405","57","M","142","3","61","1"
"1405","77","M","177","2","169","0"
"1405","75","F","230","4","181","0"
"1405","39","M","471","3","132","0"
"1406","55","M","279","0","211","1"
"1406","76","M","205","0","181","1"
"1406","74","F","457","1","215","1"
"1406","28","M","319","0","211","0"
"1406","55","F","386","4","177","1"
"1406","56","M","497","3","55","1"
"1406","33","F","473","3","155","1"
"1406","39","F","468","0","210","1"
"1406","70","M","285","2","185","1"
"1406","68","F","481","0","172","0"
"1406","57","F","293","3","50","0"
"1406","13","M","243","4","239","1"
"1406","26","M","452","1","89","0"
"1406","10","F","115","0","50","0"
"1407","21","F","111","2","63","1"
"1407","48","F","311","2","193","0"
"1407","42","M","236","4","174","0"
"1407","14","M","184","1","106","0"
"1407","65","F","458","0","93","1"
"1407","18","F","207","3","82","1"
"1407","16","M","109","2","164","0"
"1407","78","F","339","0","231","0"
"1407","32","M","328","2","112","0"
"1407","74","F","364","3","183","0"
"1407","62","M","405","1","160","0"
"1407","50","M","139","2","234","1"
"1407","67","F","273","2","225","1"
"1407","18","M","116","4","198","1"
"1408","60","F","291","4","63","1"
"1408","71","F","438","3","116","0"
"1408","73","F","110","3","146","0"
"1408","69","F","392","4","81","1"
"1408","48","M","243","1","128","0"
"1408","38","F","267","2","191","1"
"1408","77","F","143","1","225","1"
"1408","59","F","197","2","148","1"
"1408","57","F","426","4","221","1"
"1408","50","M","432","1","128","0"
"1409","23","F","264","4","119","0"
"1409","29","M","437","2","161","1"
"1409","48","M","410","1","103","0"
"1409","74","M","335","2","148","1"
"1409","54","F","172","2","136","1"
"1409","60","M","266","2","124","0"
"1409","48","F","165","3","72","1"
"1409","25","F","211","1","102","0"
"1409","38","M","389","4","70","0"
"1409","30","M","153","0","192","1"
"1409","35","F","475","1","187","1"
"1410","16","M","483","0","211","0"
"1410","75","M","239","0","167","0"
"1410","72","F","166","1","213","1"
"1410","74","F","141","2","215","0"
"1410","49","M","365","3","162","1"
"1410","47","M","163","2","246","0"
"1412","65","M","138","1","140","0"
"1412","54","F","199","1","65","0"
"1412","78","F","105","1","243","0"
"1412","38","F","420","2","126","1"
"1412","52","M","339","1","113","0"
"1412","54","F","361","2","96","0"
"1412","28","M","473","2","162","0"
"1412","45","M","255","3","81","0"
"1412","63","M","464","3","83","1"
"1415","20","M","400","0","219","1"
"1415","18","M","144","3","175","1"
"1415","12","M","409","1","79","0"
"1415","75","F","176","2","106","0"
"1415","42","F","131","1","173","1"
"1415","44","F","307","4","125","0"
"1415","42","M","497","4","115","0"
"1415","66","M","330","1","93","1"
"1416","17","F","142","0","249","1"
"1416","37","M","173","2","157","1"
"1416","46","M","279","3","160","1"
"1416","33","M","421","4","167","0"
"1416","46","M","492","2","129","1"
"1416","43","M","192","2","79","0"
"1416","46","M","116","2","210","0"
"1416","28","M","261","4","117","0"
"1416","12","M","179","3","137","0"
"1416","42","M","130","4","76","0"
"1416","59","F","323","3","215","0"
"1416","58","F","267","3","71","0"
"1416","48","M","269","0","145","1"
"1417","30","M","317","1","83","1"
"1417","67","M","472","1","101","0"
"1417","21","M","198","3","240","0"
"1417","73","M","214","4","200","1"
"1417","50","M","425","1","205","1"
"1417","52","M","346","1","182","0"
"1417","26","M","186","2","83","1"
"1417","12","F","149","2","189","1"
"1417","73","M","266","4","206","1"
"1417","23","M","146","2","110","1"
"1417","36","F","222","3","124","0"
"1417","72","F","161","4","240","0"
"1417","70","M","215","3","115","0"
"1417","33","F","274","0","246","1"
"1417","10","F","483","3","96","1"
"1417","38","M","383","4","150","1"
"1417","22","F","256","3","82","0"
"1419","25","M","248","2","226","1"
"1419","41","F","178","1","170","0"
"1419","30","M","446","0","90","1"
"1419","44","M","357","3","146","1"
"1419","51","F","179","1","238","0"
"1419","38","M","500","0","218","0"
"1419","27","M","420","4","55","1"
"1419","35","M","447","3","240","0"
"1419","50","F","324","2","246","1"
"1419","16","M","315","0","180","0"
"1420","50","F","341","4","243","1"
"1420","76","F","491","0","195","1"
"1420","36","F","189","3","82","1"
"1420","72","M","406","1","162","0"
"1420","10","M","104","4","86","0"
"1420","21","M","456","3","149","1"
"1420","16","M","382","1","89","0"
"1420","71","F","202","3","151","0"
"1420","75","F","298","3","137","0"
"1420","38","M","352","2","190","0"
"1420","30","F","234","0","206","0"
"1420","50","F","339","1","81","1"
"1420","11","F","419","2","74","1"
"1421","26","F","234","1","77","0"
"1421","16","F","178","1","86","0"
"1421","53","M","270","4","178","1"
"1421","78","F","445","2","140","1"
"1421","23","F","263","0","189","1"
"1421","68","F","191","1","106","0"
"1421","39","F","203","3","234","0"
"1421","61","M","304","0","140","0"
"1421","26","F","401","0","243","0"
"1421","18","M","483","3","80","0"
"1421","56","F","308","3","116","1"
"1421","17","M","295","0","174","0"
"1421","71","M","304","1","240","1"
"1421","27","F","410","4","76","0"
"1421","39","M","460","0","180","1"
"1421","33","M","373","1","247","1"
"1424","14","M","466","4","222","1"
"1424","23","F","356","2","197","1"
"1424","46","F","309","4","169","1"
"1424","31","M","139","3","109","0"
"1424","23","M","300","0","123","1"
"1424","62","M","104","1","148","0"
"1424","49","M","115","0","100","1"
"1424","57","M","326","0","74","0"
"1424","63","M","212","3","68","0"
"1424","37","F","160","1","134","1"
"1424","41","F","133","2","229","1"
"1424","73","M","472","3","62","1"
"1424","43","M","497","4","136","0"
"1424","10","M","181","3","249","1"
"1424","54","F","196","0","118","1"
"1426","73","M","320","0","210","1"
"1426","47","M","382","0","195","0"
"1426","25","M","333","3","123","1"
"1426","41","M","297","3","159","0"
"1426","27","M","382","2","218","0"
"1426","79","M","376","4","171","0"
"1426","57","F","414","0","54","1"
"1426","70","F","399","0","77","1"
"1426","66","M","328","2","106","0"
"1428","13","M","198","3","155","1"
"1428","70","M","122","4","169","1"
"1428","60","M","402","4","63","1"
"1428","54","F","424","3","234","1"
"1428","79","F","360","4","201","1"
"1428","46","F","500","4","193","1"
"1428","74","M","140","0","102","1"
"1428","39","M","143","4","237","0"
"1428","41","M","152","2","117","0"
"1428","68","F","471","4","109","1"
"1428","11","F","318","0","248","1"
"1429","25","F","381","4","52","1"
"1429","22","M","455","3","128","0"
"1429","63","F","330","2","80","0"
"1429","49","F","192","3","105","0"
"1429","74","F","392","2","224","0"
"1429","24","M","485","3","118","0"
"1429","40","F","101","4","56","0"
"1429","37","M","452","2","118","1"
"1431","76","M","190","2","69","0"
"1431","17","F","130","3","241","0"
"1431","39","M","390","0","59","1"
"1431","14","M","288","2","207","1"
"1431","41","F","117","2","107","0"
"1431","33","F","458","2","236","0"
"1431","23","F","376","2","170","0"
"1431","32","M","492","3","104","0"
"1431","73","F","279","2","198","1"
"1431","69","F","350","1","80","0"
"1431","78","M","226","3","95","0"
"1431","13","M","369","3","212","0"
"1433","78","F","121","3","174","0"
"1433","19","M","169","0","166","0"
"1433","43","M","306","2","81","1"
"1433","31","M","223","0","207","0"
"1433","57","F","480","0","81","1"
"1433","23","F","346","0","98","1"
"1433","60","M","375","3","135","0"
"1433","18","M","417","0","158","0"
"1433","29","F","403","1","109","0"
"1433","62","F","445","0","72","0"
"1433","39","F","485","3","81","0"
"1433","70","F","196","0","76","0"
"1433","23","F","347","2","211","0"
"1434","64","M","202","0","54","0"
"1434","27","F","451","4","226","0"
"1434","74","M","200","1","108","1"
"1434","25","F","295","3","110","1"
"1434","68","M","480","1","133","0"
"1434","11","M","371","2","115","1"
"1434","68","M","325","1","150","0"
"1434","14","F","139","3","209","1"
"1434","34","M","372","1","148","1"
"1434","33","M","381","0","90","0"
"1434","17","F","166","2","151","1"
"1435","56","M","169","1","223","1"
"1435","34","F","110","2","163","0"
"1435","65","M","180","0","64","0"
"1435","75","M","390","3","81","0"
"1435","28","M","426","1","92","0"
"1435","50","F","249","0","161","1"
"1435","35","M","391","2","112","1"
"1435","74","M","369","2","60","0"
"1435","24","F","414","2","242","0"
"1435","42","M","376","1","162","1"
"1436","38","M","216","3","196","0"
"1436","31","M","423","1","224","0"
"1436","20","M","361","0","63","0"
"1436","49","F","361","2","184","1"
"1436","79","F","474","4","162","0"
"1436","29","M","498","2","159","0"
"1436","47","M","298","1","131","0"
"1436","69","M","372","3","228","0"
"1436","67","M","219","4","93","0"
"1436","51","M","397","4","107","1"
"1436","78","M","269","4","70","1"
"1436","35","F","155","1","217","1"
"1436","42","F","297","0","55","0"
"1437","78","M","422","0","145","0"
"1437","25","M","446","0","54","1"
"1437","51","F","253","2","70","1"
"1437","53","M","273","2","67","0"
"1437","50","F","433","2","192","1"
"1437","59","M","250","4","78","0"
"1439","76","M","355","4","102","1"
"1439","30","F","391","3","247","1"
"1439","11","F","414","0","203","1"
"1439","62","M","327","0","195","0"
"1439","38","F","471","2","165","1"
"1439","24","F","179","2","215","1"
"1439","79","M","274","2","118","1"
"1439","19","F","446","3","169","1"
"1439","61","F","486","3","104","0"
"1439","74","M","424","4","102","0"
"1439","27","F","277","4","184","0"
"1439","46","F","132","3","115","1"
"1439","79","F","487","4","217","0"
"1439","66","M","117","2","102","0"
"1439","69","F","290","2","93","0"
"1439","29","F","468","4","137","0"
"1442","44","M","315","0","102","0"
"1442","78","M","323","3","199","0"
"1442","63","F","491","1","102","0"
"1442","19","M","195","0","106","0"
"1442","34","F","132","0","245","0"
"1442","42","F","117","2","181","1"
"1442","30","M","112","0","231","0"
"1442","27","M","441","0","193","0"
"1442","72","M","316","4","110","1"
"1442","48","M","310","2","67","0"
"1442","19","F","351","2","93","1"
"1442","28","F","387","1","69","0"
"1444","28","F","290","0","204","0"
"1444","57","F","411","3","100","0"
"1444","76","M","221","3","106","1"
"1444","38","F","332","0","57","1"
"1444","63","F","408","2","241","1"
"1444","32","M","328","2","97","0"
"1444","74","M","214","4","102","0"
"1444","13","M","270","2","66","1"
"1444","34","F","392","1","109","0"
"1444","65","M","222","4","92","0"
"1444","11","M","256","3","83","0"
"1444","64","F","352","4","120","0"
"1444","24","M","163","2","147","1"
"1444","51","F","228","4","52","0"
"1444","66","F","205","3","244","0"
"1444","28","M","275","0","149","0"
"1445","14","F","258","1","136","0"
"1445","62","F","432","4","131","0"
"1445","54","F","253","4","244","0"
"1445","70","M","494","1","81","1"
"1445","37","F","453","1","208","0"
"1445","73","M","331","4","114","0"
"1445","50","F","195","0","78","0"
"1445","21","F","364","2","103","0"
"1445","26","F","419","1","182","1"
"1445","41","F","310","0","157","0"
"1445","67","F","156","4","158","1"
"1445","59","M","458","4","209","1"
"1445","50","F","231","2","55","0"
"1445","57","M","223","0","113","0"
"1445","22","F","414","0","107","1"
"1445","50","F","122","2","142","1"
"1445","79","F","466","2","156","0"
"1445","68","M","283","2","162","1"
"1446","68","F","433","1","78","0"
"1446","16","M","319","2","221","0"
"1446","33","M","128","1","114","1"
"1446","62","F","255","3","201","0"
"1446","24","M","223","2","188","1"
"1446","32","F","351","4","186","1"
"1446","58","M","402","2","128","1"
"1446","65","M","163","2","228","1"
"1446","10","M","338","4","60","1"
"1446","30","M","435","1","173","1"
"1446","34","F","465","1","172","1"
"1446","28","M","347","1","231","0"
"1446","69","M","475","0","181","0"
"1446","19","F","191","1","59","0"
"1446","41","F","279","3","74","1"
"1446","45","F","364","3","207","0"
"1446","22","M","237","1","239","0"
"1446","24","F","266","2","77","1"
"1446","24","F","370","0","210","1"
"1447","17","M","169","2","102","0"
"1447","76","M","357","0","76","0"
"1447","27","F","161","1","214","1"
"1447","77","F","492","4","132","0"
"1447","22","M","133","2","88","0"
"1447","39","M","153","0","242","1"
"1447","14","M","153","0","137","1"
"1447","35","F","253","3","154","1"
"1447","64","M","305","2","189","0"
"1448","50","F","203","2","191","1"
"1448","79","F","408","3","199","1"
"1448","74","M","391","2","186","1"
"1448","30","F","390","2","105","1"
"1448","41","F","180","3","122","1"
"1448","19","M","394","2","238","1"
"1448","61","F","312","0","246","1"
"1448","52","F","404","2","110","0"
"1448","73","F","424","4","50","1"
"1448","52","F","460","3","197","1"
"1448","16","F","298","4","154","1"
"1449","19","M","156","4","73","0"
"1449","50","M","170","3","101","0"
"1449","43","M","406","2","69","1"
"1449","70","F","126","0","233","1"
"1449","67","M","331","3","218","0"
"1449","39","M","102","4","134","0"
"1449","58","M","379","4","195","0"
"1449","17","F","237","1","60","0"
"1449","12","F","439","0","166","1"
"1449","12","M","363","2","99","0"
"1449","55","F","305","4","145","0"
"1449","74","F","320","0","232","1"
"1449","74","M","176","2","224","1"
"1449","15","F","218","3","227","1"
"1449","34","M","477","2","154","1"
"1449","15","F","147","2","178","0"
"1449","14","M","237","2","100","0"
"1449","17","M","251","2","152","1"
"1449","64","M","443","2","237","1"
"1451","44","M","480","1","242","0"
"1451","32","F","192","2","236","0"
"1451","71","F","242","0","182","0"
"1451","45","M","300","0","82","1"
"1451","34","M","294","1","73","0"
"1451","70","M","231","4","221","1"
"1451","36","F","468","2","168","1"
"1451","57","F","444","1","208","0"
"1451","46","F","246","0","248","1"
"1451","23","F","150","3","146","0"
"1452","60","M","499","2","75","0"
"1452","11","M","430","2","64","0"
"1452","63","M","322","1","230","0"
"1452","10","M","394","4","129","0"
"1452","38","F","445","3","249","0"
"1452","39","M","110","3","171","1"
"1452","64","F","396","1","69","1"
"1453","63","F","318","0","98","0"
"1453","78","F","335","1","236","0"
"1453","23","F","257","3","239","1"
"1453","18","F","208","0","202","0"
"1453","62","M","272","3","188","0"
"1453","65","F","199","2","53","0"
"1453","65","M","412","4","79","0"
"1453","44","M","237","3","126","0"
"1453","37","F","394","2","195","0"
"1453","30","M","102","3","191","1"
"1454","33","F","297","4","137","0"
"1454","43","F","332","3","126","0"
"1454","33","F","472","4","220","1"
"1454","51","F","488","0","132","0"
"1454","77","F","153","3","162","1"
"1454","24","F","142","2","235","1"
"1454","17","M","126","0","58","1"
"1454","20","M","337","0","52","0"
"1454","60","M","324","3","172","1"
"1454","45","M","388","1","70","1"
"1454","31","F","214","0","242","0"
"1454","65","F","412","3","149","1"
"1454","60","F","140","4","240","1"
"1454","74","M","291","2","108","1"
"1454","47","M","384","3","185","1"
"1454","59","M","313","1","156","0"
"1454","32","M","177","1","175","0"
"1454","11","F","453","1","193","0"
"1455","31","F","351","1","214","1"
"1455","21","M","310","0","102","0"
"1455","47","M","148","3","187","1"
"1455","75","M","212","4","164","1"
"1455","10","M","175","1","139","1"
"1455","24","F","472","1","146","1"
"1455","15","M","188","1","156","0"
"1455","44","F","134","3","175","1"
"1455","21","F","287","0","109","1"
"1455","20","F","474","1","79","0"
"1455","25","M","283","4","245","0"
"1455","76","F","386","1","81","1"
"1455","22","M","494","1","163","1"
"1455","61","F","214","2","173","0"
"1455","28","M","329","2","205","0"
"1455","71","F","485","1","201","1"
"1455","21","F","447","1","68","0"
"1455","47","M","493","1","194","1"
"1455","47","M","329","2","234","0"
"1456","11","M","234","2","225","1"
"1456","46","M","326","3","194","1"
"1456","24","M","320","2","83","0"
"1456","11","M","436","0","81","0"
"1456","43","F","236","3","189","0"
"1456","36","M","222","0","140","0"
"1456","31","M","295","3","93","0"
"1456","15","M","368","0","145","0"
"1456","68","F","304","2","158","0"
"1456","39","F","220","2","232","0"
"1456","28","F","133","1","200","1"
"1456","16","M","187","1","142","0"
"1456","40","F","171","0","215","0"
"1456","51","M","322","4","86","0"
"1456","70","F","461","1","246","1"
"1456","66","M","448","2","82","0"
"1456","76","F","352","3","179","0"
"1456","61","M","243","0","96","0"
"1458","67","M","219","1","109","0"
"1458","44","M","248","1","125","0"
"1458","73","F","198","0","224","0"
"1458","13","M","166","4","229","0"
"1458","16","F","426","1","190","0"
"1458","45","F","155","2","94","1"
"1458","75","F","290","1","180","0"
"1458","60","M","329","2","102","0"
"1458","10","M","159","0","232","0"
"1458","69","F","245","2","99","1"
"1458","71","F","352","3","130","0"
"1458","19","M","171","4","249","1"
"1458","63","F","429","1","70","0"
"1458","27","M","337","4","227","0"
"1458","56","M","332","3","193","1"
"1458","36","M","329","1","177","1"
"1458","71","F","278","0","74","1"
"1458","67","F","464","4","172","1"
"1459","17","F","302","1","57","1"
"1459","26","M","316","4","143","1"
"1459","57","M","202","0","52","0"
"1459","13","M","351","2","239","1"
"1459","10","F","202","4","226","0"
"1459","25","M","372","3","91","1"
"1459","67","F","442","0","131","0"
"1459","23","M","147","2","64","0"
"1459","65","F","344","3","203","1"
"1459","59","F","172","3","115","0"
"1459","34","M","332","4","119","0"
"1459","28","M","195","2","106","0"
"1459","34","F","191","0","132","1"
"1459","60","M","488","2","197","0"
"1459","65","M","265","0","55","0"
"1459","79","F","418","0","72","0"
"1459","10","F","331","3","81","0"
"1459","25","M","375","2","209","1"
"1459","66","M","389","3","230","0"
"1461","73","M","454","4","55","1"
"1461","72","M","210","2","75","1"
"1461","76","M","494","1","141","0"
"1461","40","F","451","3","133","0"
"1461","18","F","145","4","95","0"
"1461","28","M","188","0","179","1"
"1461","73","M","330","2","141","0"
"1461","70","M","396","4","188","0"
"1461","73","F","441","2","217","1"
"1461","74","M","465","3","93","1"
"1461","25","F","411","3","178","0"
"1461","38","M","366","2","82","1"
"1463","20","F","313","2","114","1"
"1463","25","M","252","0","207","0"
"1463","14","F","158","3","184","0"
"1463","30","F","499","2","182","1"
"1463","54","M","387","4","79","0"
"1463","67","F","386","4","61","1"
"1463","71","M","378","4","181","0"
"1463","30","F","448","1","98","1"
"1463","15","M","316","3","210","0"
"1465","34","F","472","3","58","1"
"1465","73","F","287","4","83","1"
"1465","43","M","120","4","163","1"
"1465","43","F","166","2","105","1"
"1465","25","F","140","3","165","0"
"1465","38","F","334","3","135","1"
"1465","61","F","197","3","175","1"
"1465","49","F","497","0","231","1"
"1466","48","F","192","4","229","0"
"1466","33","F","430","4","171","1"
"1466","20","M","379","4","187","0"
"1466","45","F","494","2","163","1"
"1466","12","M","328","4","146","0"
"1466","78","F","209","0","95","0"
"1466","34","M","499","1","175","1"
"1466","49","F","337","3","204","1"
"1466","38","F","104","3","65","0"
"1466","65","F","483","4","133","0"
"1466","45","F","321","2","200","1"
"1466","13","M","376","4","79","0"
"1466","75","F","332","0","155","0"
"1466","76","F","466","1","50","0"
"1466","48","F","475","1","177","0"
"1466","28","F","115","4","160","0"
"1466","29","M","340","4","243","0"
"1466","21","F","304","1","225","1"
"1466","53","F","361","1","239","0"
"1467","48","F","345","0","108","0"
"1467","32","F","257","0","201","1"
"1467","11","F","111","1","50","0"
"1467","72","F","450","2","184","0"
"1467","61","F","122","1","192","1"
"1467","33","F","316","0","88","1"
"1467","42","F","494","0","185","1"
"1467","72","M","267","3","239","1"
"1468","36","M","223","3","91","0"
"1468","35","F","366","1","144","0"
"1468","73","M","386","0","74","1"
"1468","19","M","470","0","126","1"
"1468","32","F","475","3","159","0"
"1468","62","F","296","3","169","1"
"1468","33","M","353","2","72","1"
"1468","19","F","302","4","112","0"
"1468","75","M","183","4","78","0"
"1468","13","M","282","1","61","1"
"1468","36","M","396","3","53","0"
"1468","18","F","266","1","122","0"
"1468","54","M","366","2","160","0"
"1470","61","M","202","2","152","1"
"1470","60","M","346","4","117","0"
"1470","38","F","462","0","149","0"
"1470","38","M","434","3","120","1"
"1470","54","M","208","2","238","0"
"1470","35","M","319","4","188","0"
"1470","53","F","279","3","235","0"
"1470","63","M","313","4","151","1"
"1470","28","F","439","4","128","1"
"1474","68","M","268","2","127","1"
"1474","75","M","426","1","83","0"
"1474","18","F","470","0","114","1"
"1474","47","F","251","3","60","0"
"1474","11","F","210","3","183","0"
"1474","77","F","405","1","113","0"
"1474","76","M","357","4","214","1"
"1474","28","F","287","2","232","0"
"1474","36","F","466","3","136","0"
"1474","78","F","343","4","143","0"
"1475","39","M","184","3","58","1"
"1475","67","M","199","3","91","0"
"1475","32","M","269","0","185","1"
"1475","63","F","385","0","130","0"
"1475","44","M","338","1","228","1"
"1475","78","F","374","4","112","0"
"1475","24","M","116","4","196","1"
"1475","66","M","114","2","147","0"
"1475","27","M","144","4","116","0"
"1475","32","M","434","0","216","0"
"1475","50","F","194","3","126","1"
"1475","39","M","496","3","115","1"
"1475","72","F","491","2","157","0"
"1475","40","M","144","3","203","1"
"1475","49","F","366","3","217","1"
"1475","55","F","182","4","233","0"
"1475","55","F","231","1","219","1"
"1475","50","M","385","2","218","1"
"1475","30","M","296","4","109","0"
"1477","43","F","274","0","162","1"
"1477","31","M","480","3","150","0"
"1477","40","F","156","4","163","0"
"1477","22","M","439","3","134","0"
"1477","11","M","323","1","77","0"
"1477","57","M","384","0","133","0"
"1477","33","M","351","0","249","1"
"1477","31","M","219","0","56","0"
"1477","11","M","317","2","114","1"
"1477","38","M","176","0","175","0"
"1477","31","M","318","0","103","1"
"1477","66","F","280","2","214","1"
"1477","38","F","155","1","175","1"
"1477","73","F","120","4","212","1"
"1477","15","M","195","4","65","0"
"1477","48","F","107","1","104","0"
"1477","23","M","211","2","95","1"
"1478","24","F","488","0","129","1"
"1478","51","F","456","1","112","0"
"1478","48","F","460","4","60","1"
"1478","30","M","315","0","70","0"
"1478","23","F","315","4","129","0"
"1478","72","M","369","0","232","0"
"1478","18","F","300","2","148","0"
"1478","45","F","336","1","221","1"
"1478","61","M","438","4","96","0"
"1478","41","M","493","4","110","0"
"1478","42","M","129","4","77","0"
"1478","31","M","326","4","190","1"
"1478","48","M","218","0","153","0"
"1478","62","M","226","1","139","0"
"1478","55","M","480","2","249","1"
"1478","30","F","336","0","189","0"
"1478","60","M","299","3","120","0"
"1478","67","M","140","1","176","0"
"1479","34","M","395","4","139","0"
"1479","65","M","470","0","195","1"
"1479","75","M","233","4","130","0"
"1479","53","F","423","0","140","0"
"1479","75","M","410","4","232","0"
"1479","64","F","201","1","183","1"
"1479","34","M","310","1","128","1"
"1480","13","M","398","0","225","1"
"1480","40","F","141","3","126","1"
"1480","41","M","309","0","163","1"
"1480","16","M","237","0","228","0"
"1480","55","M","359","2","71","1"
"1480","31","M","442","2","133","0"
"1480","45","M","108","0","64","1"
"1480","25","M","459","2","84","0"
"1480","60","F","294","0","155","1"
"1480","58","M","481","2","234","0"
"1480","44","M","403","4","239","1"
"1480","30","M","288","4","210","0"
"1480","53","F","459","2","183","1"
"1482","70","F","281","3","235","1"
"1482","76","M","436","0","125","1"
"1482","44","F","247","3","148","1"
"1482","32","M","354","1","247","1"
"1482","69","M","178","1","142","0"
"1482","46","F","494","3","58","0"
"1482","37","M","188","0","128","0"
"1482","50","F","460","1","205","1"
"1482","32","M","192","2","203","0"
"1482","50","F","138","1","85","0"
"1483","67","F","223","4","240","0"
"1483","30","F","490","1","202","1"
"1483","41","M","138","3","88","0"
"1483","66","F","218","0","103","1"
"1483","20","F","263","4","196","1"
"1483","56","F","356","0","130","1"
"1483","53","M","329","3","156","1"
"1483","78","M","407","1","83","1"
"1483","71","M","207","0","62","1"
"1483","17","M","124","3","129","1"
"1483","13","F","268","2","171","0"
"1483","37","F","432","0","239","0"
"1483","58","M","383","3","175","0"
"1483","35","M","355","1","55","1"
"1483","51","M","340","3","185","1"
"1484","14","M","236","4","65","1"
"1484","79","M","328","0","239","1"
"1484","25","F","456","4","157","0"
"1484","19","M","146","3","243","0"
"1484","17","M","474","0","160","0"
"1484","73","F","481","0","170","0"
"1484","16","F","270","2","83","1"
"1484","20","M","146","4","64","0"
"1484","47","F","128","4","158","1"
"1484","32","F","469","4","207","1"
"1484","34","F","399","4","88","1"
"1484","25","F","293","4","142","1"
"1484","13","M","191","1","247","0"
"1484","37","M","469","3","195","1"
"1484","27","M","190","3","133","0"
"1484","77","F","294","4","63","0"
"1484","30","F","190","1","192","1"
"1484","13","F","469","2","107","1"
"1485","55","F","257","0","238","0"
"1485","78","M","228","1","155","1"
"1485","49","M","324","1","71","1"
"1485","74","M","353","2","71","0"
"1485","25","F","199","3","77","0"
"1485","35","M","392","4","95","0"
"1485","15","F","289","4","130","1"
"1485","31","F","414","3","106","1"
"1488","73","M","390","3","180","0"
"1488","34","M","340","3","243","0"
"1488","51","F","176","4","126","0"
"1488","56","F","443","2","183","1"
"1488","26","F","476","3","199","1"
"1488","42","F","494","3","202","0"
"1488","22","M","378","1","71","1"
"1488","51","M","469","4","207","0"
"1488","28","F","184","0","99","0"
"1490","72","F","276","2","212","1"
"1490","11","M","486","1","207","1"
"1490","49","M","156","1","214","0"
"1490","34","F","209","4","239","0"
"1490","21","F","193","2","95","0"
"1490","52","F","198","2","164","1"
"1490","61","M","106","3","99","1"
"1492","29","F","325","2","150","1"
"1492","16","F","384","3","218","1"
"1492","73","M","376","1","66","0"
"1492","70","M","184","0","126","1"
"1492","30","M","454","2","237","1"
"1492","30","M","305","1","186","0"
"1492","50","M","173","2","218","1"
"1492","56","F","271","3","61","0"
"1493","44","M","255","0","167","1"
"1493","76","M","101","3","102","1"
"1493","18","F","470","4","149","0"
"1493","10","F","437","1","168","0"
"1493","66","F","351","2","178","1"
"1493","32","F","291","0","126","0"
"1494","36","F","395","4","233","1"
"1494","20","M","352","4","115","0"
"1494","65","F","297","1","126","0"
"1494","44","M","231","0","249","1"
"1494","47","M","165","0","222","1"
"1494","57","F","169","3","170","1"
"1494","17","M","458","0","81","0"
"1494","20","M","245","2","204","0"
"1494","39","M","243","1","213","1"
"1495","51","M","171","4","87","0"
"1495","55","M","297","0","145","1"
"1495","76","F","333","1","159","0"
"1495","11","F","137","3","150","1"
"1495","79","F","299","4","88","0"
"1495","15","M","469","4","239","0"
"1497","78","M","229","3","107","0"
"1497","62","M","444","4","52","0"
"1497","52","M","474","3","61","0"
"1497","29","M","328","1","212","0"
"1497","36","M","488","4","159","1"
"1497","38","F","500","4","95","0"
"1497","50","M","465","2","78","0"
"1497","75","M","370","2","179","0"
"1497","19","M","495","3","159","0"
"1497","56","F","370","2","69","0"
"1497","40","M","429","4","169","1"
"1497","50","F","401","4","122","1"
"1497","27","M","307","1","70","0"
"1497","34","M","238","0","174","0"
"1497","41","M","204","4","194","1"
"1497","79","F","250","3","158","0"
"1497","39","M","341","1","212","1"
"1497","49","F","460","2","227","0"
"1498","29","F","430","1","227","0"
"1498","73","F","300","2","242","0"
"1498","47","F","101","4","193","0"
"1498","63","F","114","4","137","1"
"1498","59","F","193","2","52","0"
"1498","59","M","467","0","195","1"
"1498","33","M","339","3","146","1"
"1498","65","M","256","4","55","1"
"1498","12","F","157","0","197","1"
"1498","10","M","161","1","51","0"
"1498","26","F","101","4","178","0"
"1498","28","M","422","4","202","0"
"1502","38","M","255","4","110","1"
"1502","30","F","111","3","184","0"
"1502","33","M","237","2","144","0"
"1502","48","M","430","2","145","0"
"1502","34","F","246","4","169","1"
"1502","40","M","232","3","151","1"
"1502","38","M","493","4","215","0"
"1505","55","M","191","2","82","1"
"1505","12","M","177","3","190","0"
